id,value
Technology|Computer Software: Programming Data Processing|SVMK Inc. Common Stock(SVMK)(3.170B),SVMK
Technology|Computer Software: Programming Data Processing|Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock(SABRP)(nan),SABRP
Technology|Computer Software: Programming Data Processing|Sabre Corporation Common Stock(SABR)(4.036B),SABR
Technology|Computer Software: Programming Data Processing|Sify Technologies Limited American Depositary Shares(SIFY)(0.631B),SIFY
Technology|Computer Software: Programming Data Processing|Snap Inc. Class A Common Stock(SNAP)(94.827B),SNAP
Technology|Computer Software: Programming Data Processing|Switch Inc. Class A Common Stock(SWCH)(4.372B),SWCH
Technology|Computer Software: Programming Data Processing|Synacor Inc. Common Stock(SYNC)(0.086B),SYNC
Technology|Computer Software: Programming Data Processing|The Trade Desk Inc. Class A Common Stock(TTD)(39.755B),TTD
Technology|Computer Software: Programming Data Processing|TripAdvisor Inc. Common Stock(TRIP)(5.171B),TRIP
Technology|Computer Software: Programming Data Processing|TrueCar Inc. Common Stock(TRUE)(0.528B),TRUE
Technology|Computer Software: Programming Data Processing|Twitter Inc. Common Stock(TWTR)(57.472B),TWTR
Technology|Computer Software: Programming Data Processing|Viant Technology Inc. Class A Common Stock(DSP)(3.683B),DSP
Technology|Computer Software: Programming Data Processing|Weibo Corporation American Depositary Share(WB)(13.284B),WB
Technology|Computer Software: Programming Data Processing|Wix.com Ltd. Ordinary Shares(WIX)(19.147B),WIX
Technology|Computer Software: Programming Data Processing|Yandex N.V. Class A Ordinary Shares(YNDX)(23.665B),YNDX
Technology|Computer Software: Programming Data Processing|ZW Data Action Technologies Inc. Common Stock(CNET)(0.117B),CNET
Technology|Computer Software: Programming Data Processing|Zoom Video Communications Inc. Class A Common Stock(ZM)(121.984B),ZM
Technology|Computer peripheral equipment,NA
Technology|Computer peripheral equipment|AstroNova Inc. Common Stock(ALOT)(0.079B),ALOT
Technology|Computer peripheral equipment|Corsair Gaming Inc. Common Stock(CRSR)(3.536B),CRSR
Technology|Computer peripheral equipment|FireEye Inc. Common Stock(FEYE)(4.924B),FEYE
Technology|Computer peripheral equipment|Fortinet Inc. Common Stock(FTNT)(27.221B),FTNT
Technology|Computer peripheral equipment|Identiv Inc. Common Stock(INVE)(0.190B),INVE
Technology|Computer peripheral equipment|Immersion Corporation Common Stock(IMMR)(0.342B),IMMR
Technology|Computer peripheral equipment|Logitech International S.A. Ordinary Shares(LOGI)(19.559B),LOGI
Technology|Computer peripheral equipment|Mitek Systems Inc. Common Stock(MITK)(0.694B),MITK
Technology|Computer peripheral equipment|Palo Alto Networks Inc. Common Stock(PANW)(37.813B),PANW
Technology|Computer peripheral equipment|Radcom Ltd. Ordinary Shares(RDCM)(0.154B),RDCM
Technology|Computer peripheral equipment|Stratasys Ltd. Ordinary Shares (Israel)(SSYS)(2.338B),SSYS
Technology|Computer peripheral equipment|TransAct Technologies Incorporated Common Stock(TACT)(0.088B),TACT
Technology|Computer peripheral equipment|Xerox Holdings Corporation Common Stock(XRX)(4.622B),XRX
Technology|Diversified Commercial Services,NA
Technology|Diversified Commercial Services|51job Inc. American Depositary Shares(JOBS)(4.584B),JOBS
Technology|Diversified Commercial Services|Aarons Holdings Company Inc. Common Stock(AAN)(0.692B),AAN
Technology|Diversified Commercial Services|AerCap Holdings N.V. Ordinary Shares(AER)(5.695B),AER
Technology|Diversified Commercial Services|AeroCentury Corp. Common Stock(ACY)(0.015B),ACY
Technology|Diversified Commercial Services|Air Lease Corporation Class A Common Stock(AL)(4.903B),AL
Technology|Diversified Commercial Services|CAI International Inc. Common Stock(CAI)(0.763B),CAI
Technology|Diversified Commercial Services|Exterran Corporation Common Stock(EXTN)(0.177B),EXTN
Technology|Diversified Commercial Services|FinServ Acquisition Corp. Class A Common Stock(FSRV)(0.560B),FSRV
Technology|Diversified Commercial Services|FinServ Acquisition Corp. Unit(FSRVU)(0.000B),FSRVU
Technology|Diversified Commercial Services|FinServ Acquisition Corp. Warrant(FSRVW)(0.000B),FSRVW
Technology|Diversified Commercial Services|FlexShopper Inc. Common Stock(FPAY)(0.072B),FPAY
Technology|Diversified Commercial Services|GEE Group Inc. Common Stock(JOB)(0.028B),JOB
Technology|Diversified Commercial Services|General Finance Corporation 7.875% Senior Notes due 2025(GFNSZ)(0.000B),GFNSZ
Technology|Diversified Commercial Services|General Finance Corporation Cumulative Redeemable Perpetual Preferred Series C(GFNCP)(0.000B),GFNCP
Technology|Diversified Commercial Services|General Finance Corporation General Finance Corporation Common Stock(GFN)(0.319B),GFN
Technology|Diversified Commercial Services|Heidrick & Struggles International Inc. Common Stock(HSII)(0.638B),HSII
Technology|Diversified Commercial Services|Korn Ferry Common Stock(KFY)(2.975B),KFY
Technology|Diversified Commercial Services|McGrath RentCorp Common Stock(MGRC)(1.870B),MGRC
Technology|Diversified Commercial Services|Nesco Holdings Inc. Common Stock(NSCO)(0.406B),NSCO
Technology|Diversified Commercial Services|PROG Holdings Inc. Common Stock(PRG)(3.378B),PRG
Technology|Diversified Commercial Services|Quest Resource Holding Corporation Common Stock(QRHC)(0.059B),QRHC
Technology|Diversified Commercial Services|Rent-A-Center Inc. Common Stock(RCII)(2.781B),RCII
Technology|Diversified Commercial Services|ShiftPixy Inc. Common Stock(PIXY)(0.074B),PIXY
Technology|Diversified Commercial Services|Textainer Group Holdings Limited Common Shares(TGH)(1.221B),TGH
Technology|Diversified Commercial Services|Triton International Limited Common Shares(TRTN)(3.691B),TRTN
Technology|Diversified Commercial Services|United Rentals Inc. Common Stock(URI)(19.840B),URI
Technology|EDP Services,NA
Technology|EDP Services|8x8 Inc Common Stock(EGHT)(3.821B),EGHT
Technology|EDP Services|AGM Group Holdings Inc. Class A Ordinary Shares(AGMH)(0.449B),AGMH
Technology|EDP Services|Agilysys Inc. Common Stock(AGYS)(1.312B),AGYS
Technology|EDP Services|Akerna Corp Warrant(KERNW)(0.000B),KERNW
Technology|EDP Services|Akerna Corp. Common Stock(KERN)(0.100B),KERN
Technology|EDP Services|Allscripts Healthcare Solutions Inc. Common Stock(MDRX)(2.617B),MDRX
Technology|EDP Services|Amdocs Limited Ordinary Shares(DOX)(10.160B),DOX
Technology|EDP Services|American Virtual Cloud Technologies Inc. Common Stock(AVCT)(0.143B),AVCT
Technology|EDP Services|American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025(AVCTW)(0.000B),AVCTW
Technology|EDP Services|Aspen Technology Inc. Common Stock(AZPN)(10.535B),AZPN
Technology|EDP Services|Asure Software Inc Common Stock(ASUR)(0.161B),ASUR
Technology|EDP Services|Auddia Inc. Common Stock(AUUD)(0.031B),AUUD
Technology|EDP Services|Auddia Inc. Warrants(AUUDW)(0.000B),AUUDW
Technology|EDP Services|Autohome Inc. American Depositary Shares each representing four class A ordinary shares.(ATHM)(4.013B),ATHM
Technology|EDP Services|Automatic Data Processing Inc. Common Stock(ADP)(73.862B),ADP
Technology|EDP Services|BTRS Holdings Inc. Class 1 Common Stock(BTRS)(2.731B),BTRS
Technology|EDP Services|BTRS Holdings Inc. Warrants(BTRSW)(0.000B),BTRSW
Technology|EDP Services|Bilibili Inc. American Depositary Shares(BILI)(49.558B),BILI
Technology|EDP Services|BlueCity Holdings Limited American Depositary Shares(BLCT)(0.583B),BLCT
Technology|EDP Services|Borqs Technologies Inc. Ordinary Shares(BRQS)(0.106B),BRQS
Technology|EDP Services|Brightcove Inc. Common Stock(BCOV)(0.986B),BCOV
Technology|EDP Services|CACI International Inc. Class A Common Stock(CACI)(5.984B),CACI
Technology|EDP Services|CSG Systems International Inc. Common Stock(CSGS)(1.563B),CSGS
Technology|EDP Services|CSP Inc. Common Stock(CSPI)(0.040B),CSPI
Technology|EDP Services|CarGurus Inc. Class A Common Stock(CARG)(3.467B),CARG
Technology|EDP Services|Cars.com Inc. Common Stock(CARS)(0.867B),CARS
Technology|EDP Services|Castlight Health Inc. Class B Common Stock(CSLT)(0.268B),CSLT
Technology|EDP Services|Cerner Corporation Common Stock(CERN)(22.240B),CERN
Technology|EDP Services|Change Healthcare Inc. Common Stock(CHNG)(7.171B),CHNG
Technology|EDP Services|Change Healthcare Inc. Tangible Equity Units(CHNGU)(0.000B),CHNGU
Technology|EDP Services|China Index Holdings Limited American Depository Shares(CIH)(0.204B),CIH
Technology|EDP Services|Clarivate Plc Ordinary Shares(CLVT)(18.215B),CLVT
Technology|EDP Services|CleanSpark Inc. Common Stock(CLSK)(0.913B),CLSK
Technology|EDP Services|Cognizant Technology Solutions Corporation Class A Common Stock(CTSH)(39.701B),CTSH
Technology|EDP Services|Computer Programs and Systems Inc. Common Stock(CPSI)(0.422B),CPSI
Technology|EDP Services|Computer Task Group Inc. Common Stock(CTG)(0.103B),CTG
Technology|EDP Services|CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares(CTK)(0.379B),CTK
Technology|EDP Services|CoreLogic Inc. Common Stock(CLGX)(6.578B),CLGX
Technology|EDP Services|Creative Realities Inc. Common Stock(CREX)(0.028B),CREX
Technology|EDP Services|Creative Realities Inc. Warrant(CREXW)(0.000B),CREXW
Technology|EDP Services|DXC Technology Company Common Stock(DXC)(6.490B),DXC
Technology|EDP Services|Digimarc Corporation Common Stock(DMRC)(0.687B),DMRC
Technology|EDP Services|E2open Parent Holdings Inc.Class A Common Stock(ETWO)(2.205B),ETWO
Technology|EDP Services|EPAM Systems Inc. Common Stock(EPAM)(21.190B),EPAM
Technology|EDP Services|Ebix Inc. Common Stock(EBIX)(1.571B),EBIX
Technology|EDP Services|Endava plc American Depositary Shares (each representing one Class A Ordinary Share)(DAVA)(4.744B),DAVA
Technology|EDP Services|Evertec Inc. Common Stock(EVTC)(2.678B),EVTC
Technology|EDP Services|Evolving Systems Inc. Common Stock(EVOL)(0.040B),EVOL
Technology|EDP Services|Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value)(SFUN)(0.121B),SFUN
Technology|EDP Services|Fiserv Inc. Common Stock(FISV)(75.588B),FISV
Technology|EDP Services|Five9 Inc. Common Stock(FIVN)(12.030B),FIVN
Technology|EDP Services|Formula Systems (1985) Ltd. American Depositary Shares(FORTY)(1.348B),FORTY
Technology|EDP Services|GTY Technology Holdings Inc. Common Stock(GTYH)(0.377B),GTYH
Technology|EDP Services|Global Blue Group Holding AG Ordinary Shares(GB)(2.189B),GB
Technology|EDP Services|Globant S.A. Common Shares(GLOB)(8.680B),GLOB
Technology|EDP Services|Glory Star New Media Group Holdings Limited Ordinary Share(GSMG)(0.230B),GSMG
Technology|EDP Services|Glory Star New Media Group Holdings Limited Warrant expiring 2/13/2025(GSMGW)(0.000B),GSMGW
Technology|EDP Services|Glu Mobile Inc. Common Stock(GLUU)(2.200B),GLUU
Technology|EDP Services|GoDaddy Inc. Class A Common Stock(GDDY)(13.975B),GDDY
Technology|EDP Services|GoodRx Holdings Inc. Class A Common Stock(GDRX)(21.145B),GDRX
Technology|EDP Services|Greenpro Capital Corp. Common Stock(GRNQ)(0.195B),GRNQ
Technology|EDP Services|IBEX Limited Common Shares(IBEX)(0.403B),IBEX
Technology|EDP Services|Infosys Limited American Depositary Shares(INFY)(75.663B),INFY
Technology|EDP Services|Innodata Inc. Common Stock(INOD)(0.163B),INOD
Technology|EDP Services|Innovative Solutions and Support Inc. Common Stock(ISSC)(0.116B),ISSC
Technology|EDP Services|Inovalon Holdings Inc. Class A Common Stock(INOV)(3.891B),INOV
Technology|EDP Services|Inpixon Common Stock(INPX)(0.129B),INPX
Technology|EDP Services|JOYY Inc. American Depositary Shares(YY)(10.976B),YY
Technology|EDP Services|Jack Henry & Associates Inc. Common Stock(JKHY)(11.618B),JKHY
Technology|EDP Services|Kaleyra Inc. Common Stock(KLR)(0.489B),KLR
Technology|EDP Services|Kubient Inc. Common Stock(KBNT)(0.125B),KBNT
Technology|EDP Services|Kubient Inc. Warrant(KBNTW)(0.000B),KBNTW
Technology|EDP Services|Leaf Group Ltd. Common Stock(LEAF)(0.236B),LEAF
Technology|EDP Services|Leidos Holdings Inc. Common Stock(LDOS)(14.948B),LDOS
Technology|EDP Services|Liberty TripAdvisor Holdings Inc. Series A Common Stock(LTRPA)(0.401B),LTRPA
Technology|EDP Services|Liberty TripAdvisor Holdings Inc. Series B Common Stock(LTRPB)(2.495B),LTRPB
Technology|EDP Services|LiveRamp Holdings Inc. Common Stock(RAMP)(4.615B),RAMP
Technology|EDP Services|Luokung Technology Corp Ordinary Shares(LKCO)(0.596B),LKCO
Technology|EDP Services|MIND C.T.I. Ltd. Ordinary Shares(MNDO)(0.060B),MNDO
Technology|EDP Services|Marathon Patent Group Inc. Common Stock(MARA)(3.850B),MARA
Technology|EDP Services|Marin Software Incorporated Common Stock(MRIN)(0.027B),MRIN
Technology|EDP Services|Mercurity Fintech Holding Inc. ADS(MFH)(0.072B),MFH
Technology|EDP Services|NantHealth Inc. Common Stock(NH)(0.468B),NH
Technology|EDP Services|Net Element Inc. Common Stock(NETE)(0.083B),NETE
Technology|EDP Services|NetScout Systems Inc. Common Stock(NTCT)(2.177B),NTCT
Technology|EDP Services|NextGen Healthcare Inc. Common Stock(NXGN)(1.225B),NXGN
Technology|EDP Services|OneSpan Inc. Common Stock(OSPN)(1.049B),OSPN
Technology|EDP Services|Ooma Inc. Common Stock(OOMA)(0.358B),OOMA
Technology|EDP Services|Open Text Corporation Common Shares(OTEX)(12.775B),OTEX
Technology|EDP Services|PROS Holdings Inc. Common Stock(PRO)(2.083B),PRO
Technology|EDP Services|PagSeguro Digital Ltd. Class A Common Shares(PAGS)(19.652B),PAGS
Technology|EDP Services|Park City Group Inc. Common Stock(PCYG)(0.138B),PCYG
Technology|EDP Services|Parsons Corporation Common Stock(PSN)(3.965B),PSN
Technology|EDP Services|Pegasystems Inc. Common Stock(PEGA)(11.549B),PEGA
Technology|EDP Services|Perficient Inc. Common Stock(PRFT)(1.925B),PRFT
Technology|EDP Services|Perion Network Ltd. Ordinary Shares(PERI)(0.724B),PERI
Technology|EDP Services|Perspecta Inc. Common Stock(PRSP)(4.677B),PRSP
Technology|EDP Services|Phunware Inc. Common Stock(PHUN)(0.143B),PHUN
Technology|EDP Services|Phunware Inc. Warrants(PHUNW)(0.000B),PHUNW
Technology|EDP Services|Playtika Holding Corp. Common Stock(PLTK)(13.336B),PLTK
Technology|EDP Services|Powerbridge Technologies Co. Ltd. Ordinary Shares(PBTS)(0.046B),PBTS
Technology|EDP Services|Proofpoint Inc. Common Stock(PFPT)(7.847B),PFPT
Technology|EDP Services|RealNetworks Inc. Common Stock(RNWK)(0.126B),RNWK
Technology|EDP Services|Ribbon Communications Inc. Common Stock(RBBN)(1.476B),RBBN
Technology|EDP Services|RingCentral Inc. Class A Common Stock(RNG)(37.970B),RNG
Technology|EDP Services|Riot Blockchain Inc.  Common Stock(RIOT)(4.189B),RIOT
Technology|EDP Services|RumbleOn Inc. Class B Common Stock(RMBL)(0.098B),RMBL
Technology|EDP Services|SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock(SAIC)(5.436B),SAIC
Technology|EDP Services|SciPlay Corporation Class A Common Stock(SCPL)(0.469B),SCPL
Technology|EDP Services|Scienjoy Holding Corporation Ordinary Shares(SJ)(0.265B),SJ
Technology|EDP Services|Scientific Games Corp Common Stock(SGMS)(4.303B),SGMS
Technology|EDP Services|Shutterstock Inc. Common Stock(SSTK)(3.451B),SSTK
Technology|EDP Services|Simulations Plus Inc. Common Stock(SLP)(1.519B),SLP
Technology|EDP Services|So-Young International Inc. American Depository Shares(SY)(1.580B),SY
Technology|EDP Services|Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share(SOGO)(3.213B),SOGO
Technology|EDP Services|Sohu.com Limited American Depositary Shares(SOHU)(0.785B),SOHU
Technology|EDP Services|Sphere 3D Corp. Common Shares(ANY)(0.024B),ANY
Technology|EDP Services|StoneCo Ltd. Class A Common Shares(STNE)(27.891B),STNE
Technology|EDP Services|Streamline Health Solutions Inc. Common Stock(STRM)(0.066B),STRM
Technology|EDP Services|Support.com Inc. Common Stock(SPRT)(0.045B),SPRT
Technology|EDP Services|Sykes Enterprises Incorporated Common Stock(SYKE)(1.649B),SYKE
Technology|EDP Services|Synchronoss Technologies Inc. Common Stock(SNCR)(0.216B),SNCR
Technology|EDP Services|TELUS International (Cda) Inc. Subordinate Voting Shares(TIXT)(8.343B),TIXT
Technology|EDP Services|TSR Inc. Common Stock(TSRI)(0.021B),TSRI
Technology|EDP Services|Telos Corporation Common Stock(TLS)(0.000B),TLS
Technology|EDP Services|Triterras Inc. Class A Ordinary Shares(TRIT)(0.690B),TRIT
Technology|EDP Services|Triterras Inc. Warrant(TRITW)(0.000B),TRITW
Technology|EDP Services|Tucows Inc. Class A Common Stock(TCX)(0.850B),TCX
Technology|EDP Services|Tufin Software Technologies Ltd. Ordinary Shares(TUFN)(0.421B),TUFN
Technology|EDP Services|Unisys Corporation New Common Stock(UIS)(1.665B),UIS
Technology|EDP Services|Upwork Inc. Common Stock(UPWK)(6.442B),UPWK
Technology|EDP Services|VeriSign Inc. Common Stock(VRSN)(22.818B),VRSN
Technology|EDP Services|Verint Systems Inc. Common Stock(VRNT)(3.611B),VRNT
Technology|EDP Services|Verisk Analytics Inc. Common Stock(VRSK)(31.220B),VRSK
Technology|EDP Services|Veritone Inc. Common Stock(VERI)(1.256B),VERI
Technology|EDP Services|Versus Systems Inc. Class A Warrants(VSSYW)(0.000B),VSSYW
Technology|EDP Services|Versus Systems Inc. Common Shares(VS)(0.131B),VS
Technology|EDP Services|Vivint Smart Home Inc.(VVNT)(3.891B),VVNT
Technology|EDP Services|WISeKey International Holding AG American Depositary Shares(WKEY)(0.181B),WKEY
Technology|EDP Services|WidePoint Corporation Common Stock(WYY)(0.112B),WYY
Technology|EDP Services|Wipro Limited Common Stock(WIT)(35.916B),WIT
Technology|EDP Services|Workday Inc. Class A Common Stock(WDAY)(65.470B),WDAY
Technology|EDP Services|Yext Inc. Common Stock(YEXT)(2.327B),YEXT
Technology|EDP Services|Zendesk Inc. Common Stock(ZEN)(18.420B),ZEN
Technology|EDP Services|Zix Corporation Common Stock(ZIXI)(0.567B),ZIXI
Technology|EDP Services|Zscaler Inc. Common Stock(ZS)(29.976B),ZS
Technology|EDP Services|Zynga Inc. Class A Common Stock(ZNGA)(13.056B),ZNGA
Technology|EDP Services|trivago N.V. American Depositary Shares(TRVG)(1.257B),TRVG
Technology|Electrical Products,NA
Technology|Electrical Products|Benchmark Electronics Inc. Common Stock(BHE)(1.013B),BHE
Technology|Electrical Products|CTS Corporation Common Stock(CTS)(1.018B),CTS
Technology|Electrical Products|Celestica Inc. Common Stock(CLS)(1.072B),CLS
Technology|Electrical Products|Eltek Ltd. Ordinary Shares(ELTK)(0.027B),ELTK
Technology|Electrical Products|Flex Ltd. Ordinary Shares(FLEX)(9.494B),FLEX
Technology|Electrical Products|IEC Electronics Corp. Common Stock(IEC)(0.141B),IEC
Technology|Electrical Products|Jabil Inc. Common Stock(JBL)(6.558B),JBL
Technology|Electrical Products|Key Tronic Corporation Common Stock(KTCC)(0.085B),KTCC
Technology|Electrical Products|Kimball Electronics Inc. Common Stock(KE)(0.605B),KE
Technology|Electrical Products|Nano Dimension Ltd. American Depositary Shares(NNDM)(2.841B),NNDM
Technology|Electrical Products|Plexus Corp. Common Stock(PLXS)(2.331B),PLXS
Technology|Electrical Products|SMTC Corporation Common Stock(SMTX)(0.167B),SMTX
Technology|Electrical Products|Sanmina Corporation Common Stock(SANM)(2.264B),SANM
Technology|Electrical Products|SigmaTron International Inc. Common Stock(SGMA)(0.024B),SGMA
Technology|Electrical Products|TTM Technologies Inc. Common Stock(TTMI)(1.525B),TTMI
Technology|Electronic Components,NA
Technology|Electronic Components|Arrow Electronics Inc. Common Stock(ARW)(7.709B),ARW
Technology|Electronic Components|Avnet Inc. Common Stock(AVT)(3.760B),AVT
Technology|Electronic Components|India Globalization Capital Inc. Common Stock(IGC)(0.089B),IGC
Technology|Electronic Components|Ituran Location and Control Ltd. Ordinary Shares(ITRN)(0.499B),ITRN
Technology|Electronic Components|NetApp Inc. Common Stock(NTAP)(15.206B),NTAP
Technology|Electronic Components|Orbital Energy Group Inc. Common Stock(OEG)(0.357B),OEG
Technology|Electronic Components|Pure Storage Inc. Class A Common Stock(PSTG)(7.396B),PSTG
Technology|Electronic Components|Quantum Corporation Common Stock(QMCO)(0.481B),QMCO
Technology|Electronic Components|RADA Electronic Industries Ltd. Ordinary Shares(RADA)(0.580B),RADA
Technology|Electronic Components|Richardson Electronics Ltd. Common Stock(RELL)(0.087B),RELL
Technology|Electronic Components|Seagate Technology PLC Ordinary Shares (Ireland)(STX)(17.152B),STX
Technology|Electronic Components|TE Connectivity Ltd. New Switzerland Registered Shares(TEL)(42.549B),TEL
Technology|Electronic Components|TESSCO Technologies Incorporated Common Stock(TESS)(0.073B),TESS
Technology|Electronic Components|Taitron Components Incorporated Class A Common Stock(TAIT)(0.028B),TAIT
Technology|Electronic Components|Universal Security Instruments Inc. Common Stock(UUU)(0.021B),UUU
Technology|Electronic Components|VOXX International Corporation Class A Common Stock(VOXX)(0.543B),VOXX
Technology|Electronic Components|Western Digital Corporation Common Stock(WDC)(21.032B),WDC
Technology|Industrial Machinery/Components,NA
Technology|Industrial Machinery/Components|ACM Research Inc. Class A Common Stock(ACMR)(2.198B),ACMR
Technology|Industrial Machinery/Components|ASML Holding N.V. New York Registry Shares(ASML)(242.611B),ASML
Technology|Industrial Machinery/Components|Amtech Systems Inc. Common Stock(ASYS)(0.149B),ASYS
Technology|Industrial Machinery/Components|Axcelis Technologies Inc. Common Stock(ACLS)(1.293B),ACLS
Technology|Industrial Machinery/Components|Brooks Automation Inc.(BRKS)(6.160B),BRKS
Technology|Industrial Machinery/Components|CVD Equipment Corporation Common Stock(CVV)(0.045B),CVV
Technology|Industrial Machinery/Components|ChampionX Corporation Common Stock(CHX)(3.519B),CHX
Technology|Industrial Machinery/Components|Chicago Rivet & Machine Co. Common Stock(CVR)(0.025B),CVR
Technology|Industrial Machinery/Components|Curtiss-Wright Corporation Common Stock(CW)(4.711B),CW
Technology|Industrial Machinery/Components|Desktop Metal Inc. Class A Common Stock(DM)(5.951B),DM
Technology|Industrial Machinery/Components|Dover Corporation Common Stock(DOV)(17.373B),DOV
Technology|Industrial Machinery/Components|Eaton Corporation PLC Ordinary Shares(ETN)(49.901B),ETN
Technology|Industrial Machinery/Components|Energy Recovery Inc. Common Stock(ERII)(0.828B),ERII
Technology|Industrial Machinery/Components|Enerpac Tool Group Corp. Common Stock(EPAC)(1.357B),EPAC
Technology|Industrial Machinery/Components|Evoqua Water Technologies Corp. Common Stock(AQUA)(2.832B),AQUA
Technology|Industrial Machinery/Components|Gates Industrial Corporation plc Ordinary Shares(GTES)(4.755B),GTES
Technology|Industrial Machinery/Components|Graham Corporation Common Stock(GHM)(0.153B),GHM
Technology|Industrial Machinery/Components|Greenland Technologies Holding Corporation Ordinary Shares(GTEC)(0.150B),GTEC
Technology|Industrial Machinery/Components|Illinois Tool Works Inc. Common Stock(ITW)(63.092B),ITW
Technology|Industrial Machinery/Components|Ingersoll Rand Inc. Common Stock(IR)(17.863B),IR
Technology|Industrial Machinery/Components|Intevac Inc. Common Stock(IVAC)(0.153B),IVAC
Technology|Industrial Machinery/Components|John Bean Technologies Corporation Common Stock(JBT)(3.986B),JBT
Technology|Industrial Machinery/Components|Kadant Inc Common Stock(KAI)(1.724B),KAI
Technology|Industrial Machinery/Components|Lam Research Corporation Common Stock(LRCX)(82.568B),LRCX
Technology|Industrial Machinery/Components|Lincoln Electric Holdings Inc. Common Shares(LECO)(6.733B),LECO
Technology|Industrial Machinery/Components|LiqTech International Inc. Common Stock(LIQT)(0.233B),LIQT
Technology|Industrial Machinery/Components|Manitex International Inc. Common Stock(MNTX)(0.152B),MNTX
Technology|Industrial Machinery/Components|Middleby Corporation (The) Common Stock(MIDD)(7.280B),MIDD
Technology|Industrial Machinery/Components|P & F Industries Inc. Class A Common Stock(PFIN)(0.020B),PFIN
Technology|Industrial Machinery/Components|Pentair plc. Ordinary Share(PNR)(9.157B),PNR
Technology|Industrial Machinery/Components|Rexnord Corporation Common Stock(RXN)(5.463B),RXN
Technology|Industrial Machinery/Components|SPX Corporation Common Stock(SPXC)(2.431B),SPXC
Technology|Industrial Machinery/Components|SPX FLOW Inc. Common Stock(FLOW)(2.423B),FLOW
Technology|Industrial Machinery/Components|Standex International Corporation Common Stock(SXI)(1.146B),SXI
Technology|Industrial Machinery/Components|Tennant Company Common Stock(TNC)(1.377B),TNC
Technology|Industrial Machinery/Components|Trio-Tech International Common Stock(TRT)(0.020B),TRT
Technology|Industrial Machinery/Components|Twin Disc Incorporated Common Stock(TWIN)(0.114B),TWIN
Technology|Industrial Machinery/Components|Veeco Instruments Inc. Common Stock(VECO)(1.083B),VECO
Technology|Industrial Machinery/Components|Welbilt Inc. Common Stock(WBT)(2.056B),WBT
Technology|Industrial Machinery/Components|Zebra Technologies Corporation Class A Common Stock(ZBRA)(25.539B),ZBRA
Technology|Industrial Machinery/Components|nVent Electric plc Ordinary Shares(NVT)(4.085B),NVT
Technology|Professional Services,NA
Technology|Professional Services|AMN Healthcare Services Inc AMN Healthcare Services Inc(AMN)(3.527B),AMN
Technology|Professional Services|ASGN Incorporated Common Stock(ASGN)(4.896B),ASGN
Technology|Professional Services|BGSF Inc. Common Stock(BGSF)(0.135B),BGSF
Technology|Professional Services|Barrett Business Services Inc. Common Stock(BBSI)(0.538B),BBSI
Technology|Professional Services|Cross Country Healthcare Inc. Common Stock $0.0001 Par Value(CCRN)(0.347B),CCRN
Technology|Professional Services|DLH Holdings Corp.(DLHC)(0.134B),DLHC
Technology|Professional Services|HeadHunter Group PLC American Depositary Shares(HHR)(1.580B),HHR
Technology|Professional Services|HireQuest Inc. Common Stock (DE)(HQI)(0.197B),HQI
Technology|Professional Services|Hudson Global Inc. Common Stock(HSON)(0.040B),HSON
Technology|Professional Services|Insperity Inc. Common Stock(NSP)(2.980B),NSP
Technology|Professional Services|Kelly Services Inc. Class A Common Stock(KELYA)(0.803B),KELYA
Technology|Professional Services|Kelly Services Inc. Class B Common Stock(KELYB)(0.820B),KELYB
Technology|Professional Services|Kforce Inc. Common Stock(KFRC)(1.045B),KFRC
Technology|Professional Services|ManpowerGroup Common Stock(MAN)(5.365B),MAN
Technology|Professional Services|RCM Technologies Inc. Common Stock(RCMT)(0.059B),RCMT
Technology|Professional Services|Robert Half International Inc. Common Stock(RHI)(8.698B),RHI
Technology|Professional Services|Staffing 360 Solutions Inc. Common Stock (DE)(STAF)(0.019B),STAF
Technology|Professional Services|StarTek Inc. Common Stock(SRT)(0.332B),SRT
Technology|Professional Services|TTEC Holdings Inc. Common Stock(TTEC)(3.936B),TTEC
Technology|Professional Services|TrueBlue Inc. Common Stock(TBI)(0.717B),TBI
Technology|Professional Services|Volt Information Sciences Inc. Common Stock(VOLT)(0.066B),VOLT
Technology|Radio And Television Broadcasting And Communications Equipment,NA
Technology|Radio And Television Broadcasting And Communications Equipment|Airgain Inc. Common Stock(AIRG)(0.252B),AIRG
Technology|Radio And Television Broadcasting And Communications Equipment|Aviat Networks Inc. Common Stock(AVNW)(0.363B),AVNW
Technology|Radio And Television Broadcasting And Communications Equipment|BK Technologies Corporation Common Stock(BKTI)(0.052B),BKTI
Technology|Radio And Television Broadcasting And Communications Equipment|Blonder Tongue Laboratories Inc. Common Stock(BDR)(0.021B),BDR
Technology|Radio And Television Broadcasting And Communications Equipment|CalAmp Corp. Common Stock(CAMP)(0.393B),CAMP
Technology|Radio And Television Broadcasting And Communications Equipment|Cambium Networks Corporation Ordinary Shares(CMBM)(1.056B),CMBM
