id,value
Finance|Business Services|IG Acquisition Corp. Unit(IGACU)(0.000B),IGACU
Finance|Business Services|IG Acquisition Corp. Warrant(IGACW)(0.000B),IGACW
Finance|Business Services|INSU Acquisition Corp. III Class A Common Stock(IIII)(0.000B),IIII
Finance|Business Services|INSU Acquisition Corp. III Unit(IIIIU)(0.000B),IIIIU
Finance|Business Services|INSU Acquisition Corp. III Warrant(IIIIW)(0.000B),IIIIW
Finance|Business Services|ION Acquisition Corp 1 Ltd. Class A Ordinary Shares(IACA)(0.423B),IACA
Finance|Business Services|ITHAX Acquisition Corp. Unit(ITHXU)(0.000B),ITHXU
Finance|Business Services|Ignyte Acquisition Corp. Unit(IGNYU)(0.000B),IGNYU
Finance|Business Services|Industrial Tech Acquisitions Inc. Class A common stock(ITAC)(0.105B),ITAC
Finance|Business Services|Industrial Tech Acquisitions Inc. Unit(ITACU)(0.000B),ITACU
Finance|Business Services|Industrial Tech Acquisitions Inc. Warrant(ITACW)(0.000B),ITACW
Finance|Business Services|Infrastructure and Energy Alternatives Inc. Common Stock(IEA)(0.383B),IEA
Finance|Business Services|Infrastructure and Energy Alternatives Inc. Warrant(IEAWW)(0.000B),IEAWW
Finance|Business Services|Investindustrial Acquisition Corp. Class A Ordinary Shares(IIAC)(0.537B),IIAC
Finance|Business Services|Itiquira Acquisition Corp. Unit(ITQRU)(0.000B),ITQRU
Finance|Business Services|JOFF Fintech Acquisition Corp. Unit(JOFFU)(0.000B),JOFFU
Finance|Business Services|Jack Creek Investment Corp. Units(JCICU)(0.000B),JCICU
Finance|Business Services|Jaws Spitfire Acquisition Corporation Class A Ordinary Shares(SPFR)(0.498B),SPFR
Finance|Business Services|Jiya Acquisition Corp. Class A Common Stock(JYAC)(0.151B),JYAC
Finance|Business Services|Juniper Industrial Holdings Inc. Class A Common Stock(JIH)(0.612B),JIH
Finance|Business Services|KINS Technology Group Inc. Class A Common Stock(KINZ)(0.357B),KINZ
Finance|Business Services|KINS Technology Group Inc. Unit(KINZU)(0.000B),KINZU
Finance|Business Services|KINS Technology Group Inc. Warrant(KINZW)(0.000B),KINZW
Finance|Business Services|KL Acquisition Corp Unit(KLAQU)(0.000B),KLAQU
Finance|Business Services|Kairos Acquisition Corp. Unit(KAIRU)(0.000B),KAIRU
Finance|Business Services|Kernel Group Holdings Inc. Units(KRNLU)(0.000B),KRNLU
Finance|Business Services|Kingswood Acquisition Corp. Class A Common Stock(KWAC)(0.000B),KWAC
Finance|Business Services|Kismet Acquisition One Corp Ordinary Shares(KSMT)(0.319B),KSMT
Finance|Business Services|Kismet Acquisition One Corp Unit(KSMTU)(0.000B),KSMTU
Finance|Business Services|Kismet Acquisition One Corp Warrant(KSMTW)(0.000B),KSMTW
Finance|Business Services|KludeIn I Acquisition Corp. Unit(INKAU)(0.000B),INKAU
Finance|Business Services|L&amp;F Acquisition Corp. Class A Ordinary Shares(LNFA)(0.000B),LNFA
Finance|Business Services|LGL Systems Acquisition Corp. Common Stock(DFNS)(0.233B),DFNS
Finance|Business Services|LIV Capital Acquisition Corp. Class A Ordinary Shares(LIVK)(0.105B),LIVK
Finance|Business Services|LIV Capital Acquisition Corp. Unit(LIVKU)(0.000B),LIVKU
Finance|Business Services|LIV Capital Acquisition Corp. Warrant(LIVKW)(0.000B),LIVKW
Finance|Business Services|LMF Acquisition Opportunities Inc. Unit(LMAOU)(0.000B),LMAOU
Finance|Business Services|Lazard Growth Acquisition Corp. I Units(LGACU)(0.000B),LGACU
Finance|Business Services|Lefteris Acquisition Corp. Class A Common Stock(LFTR)(0.286B),LFTR
Finance|Business Services|Lefteris Acquisition Corp. Unit(LFTRU)(0.000B),LFTRU
Finance|Business Services|Lefteris Acquisition Corp. Warrant(LFTRW)(0.000B),LFTRW
Finance|Business Services|Legato Merger Corp. Units(LEGOU)(0.000B),LEGOU
Finance|Business Services|Leisure Acquisition Corp. Common Stock(LACQ)(0.091B),LACQ
Finance|Business Services|Leisure Acquisition Corp. Unit(LACQU)(0.000B),LACQU
Finance|Business Services|Leisure Acquisition Corp. Warrant(LACQW)(0.000B),LACQW
Finance|Business Services|Liberty Media Acquisition Corporation Unit(LMACU)(0.000B),LMACU
Finance|Business Services|LifeSci Acquisition II Corp. Common Stock(LSAQ)(0.120B),LSAQ
Finance|Business Services|LightJump Acquisition Corporation Unit(LJAQU)(0.000B),LJAQU
Finance|Business Services|Lionheart Acquisition Corp. II Class A Common Stock(LCAP)(0.315B),LCAP
Finance|Business Services|Lionheart Acquisition Corp. II Unit(LCAPU)(0.000B),LCAPU
Finance|Business Services|Lionheart Acquisition Corp. II Warrant(LCAPW)(0.000B),LCAPW
Finance|Business Services|Live Oak Acquisition Corp. II Class A Common Stock(LOKB)(0.353B),LOKB
Finance|Business Services|Locust Walk Acquisition Corp. Unit(LWACU)(0.000B),LWACU
Finance|Business Services|Longevity Acquisition Corporation Ordinary Shares(LOAC)(0.035B),LOAC
Finance|Business Services|Longevity Acquisition Corporation Right(LOACR)(0.000B),LOACR
Finance|Business Services|Longevity Acquisition Corporation Warrant(LOACW)(0.000B),LOACW
Finance|Business Services|Lux Health Tech Acquisition Corp. Class A Common Stock(LUXA)(0.539B),LUXA
Finance|Business Services|Lux Health Tech Acquisition Corp. Units(LUXAU)(0.000B),LUXAU
Finance|Business Services|Lux Health Tech Acquisition Corp. Warrants(LUXAW)(0.000B),LUXAW
Finance|Business Services|Malacca Straits Acquisition Company Limited Class A Ordinary Shares(MLAC)(0.185B),MLAC
Finance|Business Services|Malacca Straits Acquisition Company Limited Units(MLACU)(0.000B),MLACU
Finance|Business Services|Malacca Straits Acquisition Company Limited Warrants(MLACW)(0.000B),MLACW
Finance|Business Services|Mallard Acquisition Corp. Common stock(MACU)(0.146B),MACU
Finance|Business Services|Mallard Acquisition Corp. Unit(MACUU)(0.000B),MACUU
Finance|Business Services|Mallard Acquisition Corp. Warrant(MACUW)(0.000B),MACUW
Finance|Business Services|Marlin Technology Corporation Unit(FINMU)(0.000B),FINMU
Finance|Business Services|Marquee Raine Acquisition Corp. Class A Ordinary Shares(MRAC)(0.499B),MRAC
Finance|Business Services|Marquee Raine Acquisition Corp. Unit(MRACU)(0.000B),MRACU
Finance|Business Services|Marquee Raine Acquisition Corp. Warrant(MRACW)(0.000B),MRACW
Finance|Business Services|MedTech Acquisition Corporation Class A Common Stock(MTAC)(0.338B),MTAC
Finance|Business Services|MedTech Acquisition Corporation Unit(MTACU)(0.000B),MTACU
Finance|Business Services|MedTech Acquisition Corporation Warrant(MTACW)(0.000B),MTACW
Finance|Business Services|Medicus Sciences Acquisition Corp. Unit(MSACU)(0.000B),MSACU
Finance|Business Services|Merida Merger Corp. I Common Stock(MCMJ)(0.174B),MCMJ
Finance|Business Services|Merida Merger Corp. I Warrant(MCMJW)(0.000B),MCMJW
Finance|Business Services|Montes Archimedes Acquisition Corp. Class A Common Stock(MAAC)(0.000B),MAAC
Finance|Business Services|Montes Archimedes Acquisition Corp. Unit(MAACU)(0.000B),MAACU
Finance|Business Services|Montes Archimedes Acquisition Corp. Warrant(MAACW)(0.000B),MAACW
Finance|Business Services|Monument Circle Acquisition Corp. Unit(MONCU)(0.000B),MONCU
Finance|Business Services|Motion Acquisition Corp. Class A Common Stock(MOTN)(0.156B),MOTN
Finance|Business Services|Motion Acquisition Corp. Unit(MOTNU)(0.000B),MOTNU
Finance|Business Services|Motion Acquisition Corp. Warrants to purchase one Class A common(MOTNW)(0.000B),MOTNW
Finance|Business Services|Motive Capital Corp Class A Ordinary Shares(MOTV)(0.554B),MOTV
Finance|Business Services|Mountain Crest Acquisition Corp. II Unit(MCADU)(0.000B),MCADU
Finance|Business Services|Mudrick Capital Acquisition Corporation II Class A Common Stock(MUDS)(0.405B),MUDS
Finance|Business Services|Mudrick Capital Acquisition Corporation II Unit(MUDSU)(0.000B),MUDSU
Finance|Business Services|Mudrick Capital Acquisition Corporation II Warrant(MUDSW)(0.000B),MUDSW
Finance|Business Services|Natural Order Acquisition Corp. Common Stock(NOAC)(0.000B),NOAC
Finance|Business Services|Natural Order Acquisition Corp. Unit(NOACU)(0.000B),NOACU
Finance|Business Services|Natural Order Acquisition Corp. Warrant(NOACW)(0.000B),NOACW
Finance|Business Services|NavSight Holdings Inc. Class A Common Stock(NSH)(0.302B),NSH
Finance|Business Services|Nebula Caravel Acquisition Corp. Class A Common Stock(NEBC)(0.369B),NEBC
Finance|Business Services|Nebula Caravel Acquisition Corp. Unit(NEBCU)(0.000B),NEBCU
Finance|Business Services|Nebula Caravel Acquisition Corp. Warrant(NEBCW)(0.000B),NEBCW
Finance|Business Services|New Beginnings Acquisition Corp. Common Stock(NBA)(0.155B),NBA
Finance|Business Services|NewHold Investment Corp. Class A Common Stock(NHIC)(0.226B),NHIC
Finance|Business Services|NewHold Investment Corp. Unit(NHICU)(0.000B),NHICU
Finance|Business Services|NewHold Investment Corp. Warrant(NHICW)(0.000B),NHICW
Finance|Business Services|NextGen Acquisition Corporation Class A Ordinary Shares(NGAC)(0.000B),NGAC
Finance|Business Services|NextGen Acquisition Corporation Units(NGACU)(0.000B),NGACU
Finance|Business Services|NextGen Acquisition Corporation Warrants(NGACW)(0.000B),NGACW
Finance|Business Services|Noble Rock Acquisition Corporation Unit(NRACU)(0.000B),NRACU
Finance|Business Services|North Atlantic Acquisition Corporation Unit(NAACU)(0.000B),NAACU
Finance|Business Services|North Mountain Merger Corp. Class A Common Stock(NMMC)(0.176B),NMMC
Finance|Business Services|North Mountain Merger Corp. Unit(NMMCU)(0.000B),NMMCU
Finance|Business Services|North Mountain Merger Corp. Warrant(NMMCW)(0.000B),NMMCW
Finance|Business Services|Northern Genesis Acquisition Corp. Common Stock(NGA)(0.938B),NGA
Finance|Business Services|Northern Star Investment Corp. II Class A Common stock(NSTB)(0.000B),NSTB
Finance|Business Services|OCA Acquisition Corp. Unit(OCAXU)(0.000B),OCAXU
Finance|Business Services|OTR Acquisition Corp. Class A Common Stock(OTRA)(0.137B),OTRA
Finance|Business Services|OTR Acquisition Corp. Unit(OTRAU)(0.000B),OTRAU
Finance|Business Services|OTR Acquisition Corp. Warrant(OTRAW)(0.000B),OTRAW
Finance|Business Services|Oaktree Acquisition Corp. II Class A Ordinary Shares(OACB)(0.342B),OACB
Finance|Business Services|Omega Alpha SPAC Class A Ordinary Shares(OMEG)(0.185B),OMEG
Finance|Business Services|Omnichannel Acquisition Corp. Class A Common Stock(OCA)(0.267B),OCA
Finance|Business Services|One Equity Partners Open Water I Corp. Unit(OEPWU)(0.000B),OEPWU
Finance|Business Services|Osprey Technology Acquisition Corp. Class A Common Stock(SFTW)(0.552B),SFTW
Finance|Business Services|Oyster Enterprises Acquisition Corp. Unit(OSTRU)(0.000B),OSTRU
Finance|Business Services|PMV Consumer Acquisition Corp. Class A Common Stock(PMVC)(0.233B),PMVC
Finance|Business Services|PTK Acquisition Corp. Common Stock(PTK)(0.149B),PTK
Finance|Business Services|Pathfinder Acquisition Corporation Unit(PFDRU)(0.000B),PFDRU
Finance|Business Services|Peridot Acquisition Corp. Class A Ordinary Shares(PDAC)(0.524B),PDAC
Finance|Business Services|Periphas Capital Partnering Corporation Class A Common Stock(PCPC)(0.000B),PCPC
Finance|Business Services|Pershing Square Tontine Holdings Ltd. Class A Common Stock(PSTH)(5.992B),PSTH
Finance|Business Services|Petra Acquisition Inc. Common Stock(PAIC)(0.096B),PAIC
Finance|Business Services|Petra Acquisition Inc. Units(PAICU)(0.000B),PAICU
Finance|Business Services|Petra Acquisition Inc. Warrant(PAICW)(0.000B),PAICW
Finance|Business Services|Pine Island Acquisition Corp. Class A Common Stock(PIPP)(0.000B),PIPP
Finance|Business Services|Pioneer Merger Corp. Unit(PACXU)(0.000B),PACXU
Finance|Business Services|Poema Global Holdings Corp. Unit(PPGHU)(0.000B),PPGHU
Finance|Business Services|Population Health Investment Co. Inc. Class A Ordinary Share(PHIC)(0.000B),PHIC
Finance|Business Services|Population Health Investment Co. Inc. Unit(PHICU)(0.000B),PHICU
Finance|Business Services|Population Health Investment Co. Inc. Warrant(PHICW)(0.000B),PHICW
Finance|Business Services|Power & Digital Infrastructure Acquisition Corp. Unit(XPDIU)(0.000B),XPDIU
Finance|Business Services|Powered Brands Units(POWRU)(0.000B),POWRU
Finance|Business Services|Prime Impact Acquisition I Class A Ordinary Shares(PIAI)(0.425B),PIAI
Finance|Business Services|Priveterra Acquisition Corp. Units(PMGMU)(0.000B),PMGMU
Finance|Business Services|Progress Acquisition Corp. Units(PGRWU)(0.000B),PGRWU
Finance|Business Services|PropTech Investment Corporation II Class A Common Stock(PTIC)(0.000B),PTIC
Finance|Business Services|PropTech Investment Corporation II Unit(PTICU)(0.000B),PTICU
Finance|Business Services|PropTech Investment Corporation II Warrant(PTICW)(0.000B),PTICW
Finance|Business Services|Prospector Capital Corp. Unit(PRSRU)(0.000B),PRSRU
Finance|Business Services|Provident Acquisition Corp. Units(PAQCU)(0.000B),PAQCU
Finance|Business Services|Qell Acquisition Corp. Class A Ordinary Shares(QELL)(0.620B),QELL
Finance|Business Services|Qell Acquisition Corp. Unit(QELLU)(0.000B),QELLU
Finance|Business Services|Qell Acquisition Corp. Warrant(QELLW)(0.000B),QELLW
Finance|Business Services|Queen's Gambit Growth Capital Unit(GMBTU)(0.000B),GMBTU
Finance|Business Services|RMG Acquisition Corp. II Class A Ordinary Shares(RMGB)(0.497B),RMGB
Finance|Business Services|RMG Acquisition Corp. II Unit(RMGBU)(0.000B),RMGBU
Finance|Business Services|RMG Acquisition Corp. II Warrant(RMGBW)(0.000B),RMGBW
Finance|Business Services|RMG Acquisition Corp. III Unit(RMGCU)(0.000B),RMGCU
Finance|Business Services|Recharge Acquisition Corp. Class A Common Stock(RCHG)(0.265B),RCHG
Finance|Business Services|Recharge Acquisition Corp. Unit(RCHGU)(0.000B),RCHGU
Finance|Business Services|Recharge Acquisition Corp. Warrant(RCHGW)(0.000B),RCHGW
Finance|Business Services|RedBall Acquisition Corp. Class A Ordinary Shares(RBAC)(0.785B),RBAC
Finance|Business Services|Reinvent Technology Partners Class A Ordinary Shares(RTP)(1.288B),RTP
Finance|Business Services|Reinvent Technology Partners Z Class A Ordinary Shares(RTPZ)(0.391B),RTPZ
Finance|Business Services|Replay Acquisition Corp. Ordinary Shares(RPLA)(0.366B),RPLA
Finance|Business Services|Revolution Acceleration Acquisition Corp Class A Common Stock(RAAC)(0.411B),RAAC
Finance|Business Services|Revolution Acceleration Acquisition Corp Unit(RAACU)(0.000B),RAACU
Finance|Business Services|Revolution Acceleration Acquisition Corp Warrant(RAACW)(0.000B),RAACW
Finance|Business Services|Ribbit LEAP Ltd. Class A Ordinary Shares(LEAP)(0.873B),LEAP
Finance|Business Services|Rice Acquisition Corp. Class A Common Stock(RICE)(0.353B),RICE
Finance|Business Services|Rodgers Silicon Valley Acquisition Corp. Common Stock(RSVA)(0.458B),RSVA
Finance|Business Services|Rodgers Silicon Valley Acquisition Corp. Unit(RSVAU)(0.000B),RSVAU
Finance|Business Services|Rodgers Silicon Valley Acquisition Corp. Warrant(RSVAW)(0.000B),RSVAW
Finance|Business Services|Roman DBDR Tech Acquisition Corp. Class A Common Stock(DBDR)(0.301B),DBDR
Finance|Business Services|Roman DBDR Tech Acquisition Corp. Unit(DBDRU)(0.000B),DBDRU
Finance|Business Services|Roman DBDR Tech Acquisition Corp. Warrant(DBDRW)(0.000B),DBDRW
Finance|Business Services|Rosecliff Acquisition Corp I Unit(RCLFU)(0.000B),RCLFU
Finance|Business Services|Roth CH Acquisition I Co. Common Stock(ROCH)(0.260B),ROCH
Finance|Business Services|Roth CH Acquisition I Co. Unit(ROCHU)(0.000B),ROCHU
Finance|Business Services|Roth CH Acquisition I Co. Warrant(ROCHW)(0.000B),ROCHW
Finance|Business Services|Roth CH Acquisition II Co. Common Stock(ROCC)(0.166B),ROCC
Finance|Business Services|Roth CH Acquisition II Co. Unit(ROCCU)(0.000B),ROCCU
Finance|Business Services|Roth CH Acquisition II Co. Warrant(ROCCW)(0.000B),ROCCW
Finance|Business Services|SC Health Corporation Class A Ordinary Shares(SCPE)(0.244B),SCPE
Finance|Business Services|SCP & CO Healthcare Acquisition Company Unit(SHACU)(0.000B),SHACU
Finance|Business Services|SCVX Corp. Class A Ordinary Shares(SCVX)(0.318B),SCVX
Finance|Business Services|SVF Investment Corp. Class A Ordinary Shares(SVFA)(0.998B),SVFA
Finance|Business Services|SVF Investment Corp. Unit(SVFAU)(0.000B),SVFAU
Finance|Business Services|SVF Investment Corp. Warrant(SVFAW)(0.000B),SVFAW
Finance|Business Services|Sandbridge Acquisition Corporation Class A Common Stock(SBG)(0.306B),SBG
Finance|Business Services|Sarissa Capital Acquisition Corp. Class A Ordinary Shares(SRSA)(0.275B),SRSA
Finance|Business Services|Sarissa Capital Acquisition Corp. Unit(SRSAU)(0.000B),SRSAU
Finance|Business Services|Sarissa Capital Acquisition Corp. Warrants(SRSAW)(0.000B),SRSAW
Finance|Business Services|ScION Tech Growth I Class A Ordinary Shares(SCOA)(0.000B),SCOA
Finance|Business Services|ScION Tech Growth I Unit(SCOAU)(0.000B),SCOAU
Finance|Business Services|ScION Tech Growth I Warrant(SCOAW)(0.000B),SCOAW
Finance|Business Services|ScION Tech Growth II Units(SCOBU)(0.000B),SCOBU
Finance|Business Services|Science Strategic Acquisition Corp. Alpha Unit(SSAAU)(0.000B),SSAAU
Finance|Business Services|Seaport Global Acquisition Corp. Class A Common Stock(SGAM)(0.185B),SGAM
Finance|Business Services|Seaport Global Acquisition Corp. Unit(SGAMU)(0.000B),SGAMU
Finance|Business Services|Seaport Global Acquisition Corp. Warrant(SGAMW)(0.000B),SGAMW
Finance|Business Services|Senior Connect Acquisition Corp. I Class A Common Stock(SNRH)(0.540B),SNRH
Finance|Business Services|Senior Connect Acquisition Corp. I Unit(SNRHU)(0.000B),SNRHU
Finance|Business Services|Senior Connect Acquisition Corp. I Warrant(SNRHW)(0.000B),SNRHW
Finance|Business Services|Seven Oaks Acquisition Corp. Class A Common Stock(SVOK)(0.000B),SVOK
Finance|Business Services|Seven Oaks Acquisition Corp. Unit(SVOKU)(0.291B),SVOKU
Finance|Business Services|Seven Oaks Acquisition Corp. Warrant(SVOKW)(0.000B),SVOKW
Finance|Business Services|Silver Crest Acquisition Corporation Unit(SLCRU)(0.000B),SLCRU
Finance|Business Services|Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares(IPOD)(0.888B),IPOD
Finance|Business Services|Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares(IPOF)(2.099B),IPOF
Finance|Business Services|Software Acquisition Group Inc. II Class A Common Stock(SAII)(0.248B),SAII
Finance|Business Services|Software Acquisition Group Inc. II Unit(SAIIU)(0.000B),SAIIU
Finance|Business Services|Software Acquisition Group Inc. II Warrant(SAIIW)(0.000B),SAIIW
Finance|Business Services|Spartacus Acquisition Corporation Class A Common Stock(TMTS)(0.259B),TMTS
Finance|Business Services|Spartacus Acquisition Corporation Unit(TMTSU)(0.000B),TMTSU
Finance|Business Services|Spartacus Acquisition Corporation Warrant(TMTSW)(0.000B),TMTSW
Finance|Business Services|Spartan Acquisition Corp. II Class A Common Stock(SPRQ)(0.541B),SPRQ
Finance|Business Services|Sports Entertainment Acquisition Corp. Class A Common Stock(SEAH)(0.585B),SEAH
Finance|Business Services|Sports Ventures Acquisition Corp. Unit(AKICU)(0.000B),AKICU
Finance|Business Services|Spring Valley Acquisition Corp. Class A Ordinary Share(SV)(0.329B),SV
Finance|Business Services|Spring Valley Acquisition Corp. Unit(SVSVU)(0.000B),SVSVU
Finance|Business Services|Spring Valley Acquisition Corp. Warrant(SVSVW)(0.000B),SVSVW
Finance|Business Services|Starboard Value Acquisition Corp. Class A Common Stock(SVAC)(0.556B),SVAC
Finance|Business Services|Starboard Value Acquisition Corp. Unit(SVACU)(0.000B),SVACU
Finance|Business Services|Starboard Value Acquisition Corp. Warrant(SVACW)(0.000B),SVACW
Finance|Business Services|Supernova Partners Acquisition Company Inc. Class A Common Stock(SPNV)(0.601B),SPNV
Finance|Business Services|Sustainable Development Acquisition I Corp. Unit(SDACU)(0.000B),SDACU
Finance|Business Services|Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares(SOAC)(0.432B),SOAC
Finance|Business Services|TPG Pace Beneficial Finance Corp. Class A Ordinary Shares(TPGY)(1.110B),TPGY
Finance|Business Services|TPG Pace Tech Opportunities Corp. Class A Ordinary Shares(PACE)(0.618B),PACE
Finance|Business Services|TWC Tech Holdings II Corp. Class A Common Stock(TWCT)(0.854B),TWCT
Finance|Business Services|TWC Tech Holdings II Corp. Unit(TWCTU)(0.000B),TWCTU
Finance|Business Services|TWC Tech Holdings II Corp. Warrant(TWCTW)(0.000B),TWCTW
Finance|Business Services|TZP Strategies Acquisition Corp. Unit(TZPSU)(0.000B),TZPSU
Finance|Business Services|Tailwind Acquisition Corp. Class A Common Stock(TWND)(0.480B),TWND
Finance|Business Services|Tastemaker Acquisition Corp. Unit(TMKRU)(0.000B),TMKRU
Finance|Business Services|Tekkorp Digital Acquisition Corp. Class A Ordinary Shares(TEKK)(0.346B),TEKK
Finance|Business Services|Tekkorp Digital Acquisition Corp. Unit(TEKKU)(0.000B),TEKKU
Finance|Business Services|Tekkorp Digital Acquisition Corp. Warrant(TEKKW)(0.000B),TEKKW
Finance|Business Services|Thayer Ventures Acquisition Corporation Class A Common Stock(TVAC)(0.225B),TVAC
Finance|Business Services|Thayer Ventures Acquisition Corporation Units(TVACU)(0.000B),TVACU
Finance|Business Services|Thayer Ventures Acquisition Corporation Warrant(TVACW)(0.000B),TVACW
Finance|Business Services|Therapeutics Acquisition Corp. Class A Common Stock(RACA)(0.260B),RACA
Finance|Business Services|Thimble Point Acquisition Corp. Unit(THMAU)(0.000B),THMAU
Finance|Business Services|Thoma Bravo Advantage Class A Ordinary Shares(TBA)(1.581B),TBA
Finance|Business Services|Thunder Bridge Acquisition II Ltd. Class A Ordinary Shares(THBR)(0.492B),THBR
Finance|Business Services|Thunder Bridge Acquisition II Ltd. Units(THBRU)(0.000B),THBRU
Finance|Business Services|Thunder Bridge Acquisition II Ltd. Warrants(THBRW)(0.000B),THBRW
Finance|Business Services|Thunder Bridge Capital Partners III Inc. Units(TBCPU)(0.000B),TBCPU
Finance|Business Services|Tiga Acquisition Corp. Class A Ordinary Shares(TINV)(0.383B),TINV
Finance|Business Services|Tishman Speyer Innovation Corp. II Unit(TSIBU)(0.000B),TSIBU
Finance|Business Services|Tortoise Acquisition Corp. II Class A Ordinary Shares(SNPR)(0.656B),SNPR
Finance|Business Services|Trebia Acquisition Corp. Class A Ordinary Shares(TREB)(0.711B),TREB
Finance|Business Services|Trepont Acquisition Corp I Class A Ordinary Shares(TACA)(0.000B),TACA
Finance|Business Services|Trident Acquisitions Corp. Common Stock(TDAC)(0.168B),TDAC
Finance|Business Services|Trident Acquisitions Corp. Units(TDACU)(0.000B),TDACU
Finance|Business Services|Trident Acquisitions Corp. Warrants(TDACW)(0.000B),TDACW
Finance|Business Services|Tuatara Capital Acquisition Corporation Unit(TCACU)(0.000B),TCACU
Finance|Business Services|Turmeric Acquisition Corp. Class A Ordinary Shares(TMPM)(0.133B),TMPM
Finance|Business Services|Turmeric Acquisition Corp. Unit(TMPMU)(0.000B),TMPMU
Finance|Business Services|Turmeric Acquisition Corp. Warrant(TMPMW)(0.000B),TMPMW
Finance|Business Services|Tuscan Holdings Corp. Common Stock(THCB)(0.662B),THCB
Finance|Business Services|Tuscan Holdings Corp. II Common Stock(THCA)(0.242B),THCA
Finance|Business Services|Tuscan Holdings Corp. II Unit(THCAU)(0.000B),THCAU
Finance|Business Services|Tuscan Holdings Corp. II Warrant(THCAW)(0.000B),THCAW
Finance|Business Services|Tuscan Holdings Corp. Unit(THCBU)(0.000B),THCBU
Finance|Business Services|Tuscan Holdings Corp. Warrant(THCBW)(0.000B),THCBW
Finance|Business Services|Union Acquisition Corp. II Ordinary Shares(LATN)(0.261B),LATN
Finance|Business Services|Union Acquisition Corp. II Units containing one ordinary share and one redeemable warrant(LATNU)(0.000B),LATNU
Finance|Business Services|Union Acquisition Corp. II Warrant(LATNW)(0.000B),LATNW
Finance|Business Services|VG Acquisition Corp. Class A Ordinary Shares(VGAC)(0.850B),VGAC
Finance|Business Services|VPC Impact Acquisition Holdings Class A Ordinary Shares(VIH)(0.493B),VIH
Finance|Business Services|VPC Impact Acquisition Holdings Unit(VIHAU)(0.000B),VIHAU
Finance|Business Services|VPC Impact Acquisition Holdings Warrant(VIHAW)(0.000B),VIHAW
Finance|Business Services|VectoIQ Acquisition Corp. II Unit(VTIQU)(0.000B),VTIQU
Finance|Business Services|Vector Acquisition Corporation Class A Common Stock(VACQ)(0.417B),VACQ
Finance|Business Services|Vector Acquisition Corporation Unit(VACQU)(0.000B),VACQU
Finance|Business Services|Vector Acquisition Corporation Warrant(VACQW)(0.000B),VACQW
Finance|Business Services|Ventoux CCM Acquisition Corp. Common Stock(VTAQ)(0.000B),VTAQ
Finance|Business Services|Ventoux CCM Acquisition Corp. Right(VTAQR)(0.000B),VTAQR
Finance|Business Services|Ventoux CCM Acquisition Corp. Unit(VTAQU)(0.000B),VTAQU
Finance|Business Services|Ventoux CCM Acquisition Corp. Warrant(VTAQW)(0.000B),VTAQW
Finance|Business Services|Venus Acquisition Corporation Units(VENAU)(0.000B),VENAU
Finance|Business Services|Vickers Vantage Corp. I Unit(VCKAU)(0.000B),VCKAU
Finance|Business Services|Virtuoso Acquisition Corp. Unit(VOSOU)(0.000B),VOSOU
Finance|Business Services|Vistas Media Acquisition Company Inc. Class A Common Stock(VMAC)(0.144B),VMAC
Finance|Business Services|Vistas Media Acquisition Company Inc. Unit(VMACU)(0.000B),VMACU
Finance|Business Services|Vistas Media Acquisition Company Inc. Warrant(VMACW)(0.000B),VMACW
Finance|Business Services|Viveon Health Acquisition Corp. Common Stock(VHAQ)(0.257B),VHAQ
Finance|Business Services|Vy Global Growth Class A Ordinary Shares(VYGG)(0.852B),VYGG
Finance|Business Services|Yellowstone Acquisition Company Class A Common Stock(YSAC)(0.177B),YSAC
Finance|Business Services|Yellowstone Acquisition Company Units(YSACU)(0.000B),YSACU
Finance|Business Services|Yellowstone Acquisition Company Warrants to purchase Class A common stock(YSACW)(0.000B),YSACW
Finance|Business Services|Yucaipa Acquisition Corporation Class A Ordinary Shares(YAC)(0.458B),YAC
Finance|Business Services|Yunhong International Class A Ordinary Shares(ZGYH)(0.093B),ZGYH
Finance|Business Services|Yunhong International Right(ZGYHR)(0.000B),ZGYHR
Finance|Business Services|Yunhong International Unit(ZGYHU)(0.000B),ZGYHU
Finance|Business Services|Yunhong International Warrant(ZGYHW)(0.000B),ZGYHW
Finance|Business Services|Z-Work Acquisition Corp. Units(ZWRKU)(0.000B),ZWRKU
Finance|Business Services|Zanite Acquisition Corp. Class A Common Stock(ZNTE)(0.000B),ZNTE
Finance|Business Services|Zanite Acquisition Corp. Unit(ZNTEU)(0.000B),ZNTEU
Finance|Business Services|Zanite Acquisition Corp. Warrant(ZNTEW)(0.000B),ZNTEW
Finance|Business Services|dMY Technology Group Inc. II Class A Common Stock(DMYD)(0.687B),DMYD
Finance|Business Services|dMY Technology Group Inc. III Class A Common Stock(DMYI)(0.464B),DMYI
Finance|Business Services|one Class A Ordinary Shares(AONE)(0.301B),AONE
Finance|Commercial Banks,NA
Finance|Commercial Banks|BanColombia S.A. Common Stock(CIB)(8.531B),CIB
Finance|Commercial Banks|Banco BBVA Argentina S.A. ADS(BBAR)(0.631B),BBAR
Finance|Commercial Banks|Banco Bilbao Vizcaya Argentaria S.A. Common Stock(BBVA)(35.805B),BBVA
