id,value
Finance|Commercial Banks|Banco De Chile Banco De Chile ADS(BCH)(11.445B),BCH
Finance|Commercial Banks|Banco Latinoamericano de Comercio Exterior S.A.(BLX)(0.623B),BLX
Finance|Commercial Banks|Banco Macro S.A.  ADR (representing Ten Class B Common Shares)(BMA)(0.981B),BMA
Finance|Commercial Banks|Banco Santander - Chile ADS(BSAC)(11.227B),BSAC
Finance|Commercial Banks|Banco Santander Brasil SA American Depositary Shares each representing one unit(BSBR)(55.658B),BSBR
Finance|Commercial Banks|Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico(BSMX)(6.760B),BSMX
Finance|Commercial Banks|Banco Santander S.A. Sponsored ADR (Spain)(SAN)(60.767B),SAN
Finance|Commercial Banks|Bank Of Montreal Common Stock(BMO)(50.831B),BMO
Finance|Commercial Banks|Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares(NTB)(1.649B),NTB
Finance|Commercial Banks|Barclays PLC Common Stock(BCS)(35.590B),BCS
Finance|Commercial Banks|Canadian Imperial Bank of Commerce Common Stock(CM)(40.282B),CM
Finance|Commercial Banks|Credicorp Ltd. Common Stock(BAP)(12.894B),BAP
Finance|Commercial Banks|Esquire Financial Holdings Inc. Common Stock(ESQ)(0.171B),ESQ
Finance|Commercial Banks|Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)(AVAL)(7.475B),AVAL
Finance|Commercial Banks|Grupo Financiero Galicia S.A. American Depositary Shares(GGAL)(1.244B),GGAL
Finance|Commercial Banks|Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares(SUPV)(0.218B),SUPV
Finance|Commercial Banks|HDFC Bank Limited Common Stock(HDB)(149.575B),HDB
Finance|Commercial Banks|ICICI Bank Limited Common Stock(IBN)(60.748B),IBN
Finance|Commercial Banks|ING Group N.V. Common Stock(ING)(41.224B),ING
Finance|Commercial Banks|Intercorp Financial Services Inc. Common Shares(IFS)(3.977B),IFS
Finance|Commercial Banks|Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value)(ITCB)(1.906B),ITCB
Finance|Commercial Banks|KB Financial Group Inc(KB)(15.553B),KB
Finance|Commercial Banks|Lloyds Banking Group Plc American Depositary Shares(LYG)(36.665B),LYG
Finance|Commercial Banks|Mitsubishi UFJ Financial Group Inc. Common Stock(MUFG)(67.434B),MUFG
Finance|Commercial Banks|NatWest Group plc American Depositary Shares(NWG)(28.928B),NWG
Finance|Commercial Banks|Peapack-Gladstone Financial Corporation Common Stock(PGC)(0.494B),PGC
Finance|Commercial Banks|Royal Bank Of Canada Common Stock(RY)(122.483B),RY
Finance|Commercial Banks|Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)(SMFG)(48.034B),SMFG
Finance|Commercial Banks|Toronto Dominion Bank (The) Common Stock(TD)(108.029B),TD
Finance|Commercial Banks|Westpac Banking Corporation Common Stock(WBK)(67.803B),WBK
Finance|Commercial Banks|Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock)(WF)(6.195B),WF
Finance|Diversified Commercial Services,NA
Finance|Diversified Commercial Services|ABM Industries Incorporated Common Stock(ABM)(2.832B),ABM
Finance|Diversified Commercial Services|Airbnb Inc. Class A Common Stock(ABNB)(118.111B),ABNB
Finance|Diversified Commercial Services|Rollins Inc. Common Stock(ROL)(17.974B),ROL
Finance|Diversified Commercial Services|frontdoor inc. Common Stock(FTDR)(4.794B),FTDR
Finance|Diversified Financial Services,NA
Finance|Diversified Financial Services|National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes)(NRUC)(0.000B),NRUC
Finance|Diversified Financial Services|Orix Corp Ads Common Stock(IX)(20.709B),IX
Finance|Diversified Financial Services|SWK Holdings Corporation Common Stock(SWKH)(0.179B),SWKH
Finance|Finance Companies,NA
Finance|Finance Companies|Encore Capital Group Inc Common Stock(ECPG)(1.013B),ECPG
Finance|Finance Companies|Federal Agricultural Mortgage Corporation Common Stock(AGM)(0.906B),AGM
Finance|Finance Companies|Nicholas Financial Inc. Common Stock(NICK)(0.082B),NICK
Finance|Finance Companies|Plumas Bancorp(PLBC)(0.124B),PLBC
Finance|Finance/Investors Services,NA
Finance|Finance/Investors Services|180 Degree Capital Corp. Common Stock(TURN)(0.073B),TURN
Finance|Finance/Investors Services|Dragon Victory International Limited Ordinary Shares(LYL)(0.032B),LYL
Finance|Finance/Investors Services|Safeguard Scientifics Inc. New Common Stock(SFE)(0.153B),SFE
Finance|Finance: Consumer Services,NA
Finance|Finance: Consumer Services|360 DigiTech Inc. American Depositary Shares(QFIN)(4.510B),QFIN
Finance|Finance: Consumer Services|9F Inc. American Depositary Shares(JFU)(0.513B),JFU
Finance|Finance: Consumer Services|AMTD International Inc. American Depositary Shares each representing one Class A Ordinary Share(HKIB)(1.437B),HKIB
Finance|Finance: Consumer Services|America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests(ATAX)(0.289B),ATAX
Finance|Finance: Consumer Services|American Express Company Common Stock(AXP)(103.510B),AXP
Finance|Finance: Consumer Services|Atlanticus Holdings Corporation Common Stock(ATLC)(0.492B),ATLC
Finance|Finance: Consumer Services|Bit Digital Inc. Ordinary Shares(BTBT)(0.948B),BTBT
Finance|Finance: Consumer Services|Blucora Inc. Common Stock(BCOR)(0.759B),BCOR
Finance|Finance: Consumer Services|Burford Capital Limited Ordinary Shares(BUR)(2.002B),BUR
Finance|Finance: Consumer Services|CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares(CNF)(0.245B),CNF
Finance|Finance: Consumer Services|CURO Group Holdings Corp. Common Stock(CURO)(0.612B),CURO
Finance|Finance: Consumer Services|Consumer Portfolio Services Inc. Common Stock(CPSS)(0.102B),CPSS
Finance|Finance: Consumer Services|Credit Acceptance Corporation Common Stock(CACC)(6.024B),CACC
Finance|Finance: Consumer Services|Discover Financial Services Common Stock(DFS)(27.710B),DFS
Finance|Finance: Consumer Services|Dun & Bradstreet Holdings Inc. Common Stock(DNB)(10.016B),DNB
Finance|Finance: Consumer Services|Dunxin Financial Holdings Limited American Depositary Shares(DXF)(0.035B),DXF
Finance|Finance: Consumer Services|Elevate Credit Inc. Common Stock(ELVT)(0.161B),ELVT
Finance|Finance: Consumer Services|Enova International Inc. Common Stock(ENVA)(1.037B),ENVA
Finance|Finance: Consumer Services|Equifax Inc. Common Stock(EFX)(21.627B),EFX
Finance|Finance: Consumer Services|FinVolution Group American Depositary Shares(FINV)(2.259B),FINV
Finance|Finance: Consumer Services|Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2(GJS)(0.000B),GJS
Finance|Finance: Consumer Services|Gores Holdings VI Inc. Unit(GHVIU)(0.000B),GHVIU
Finance|Finance: Consumer Services|Green Dot Corporation Class A Common Stock $0.001 par value(GDOT)(2.816B),GDOT
Finance|Finance: Consumer Services|Guild Holdings Company Class A Common Stock(GHLD)(0.991B),GHLD
Finance|Finance: Consumer Services|Home Point Capital Inc Common Stock(HMPT)(1.666B),HMPT
Finance|Finance: Consumer Services|Jiayin Group Inc. American Depositary Shares(JFIN)(0.319B),JFIN
Finance|Finance: Consumer Services|LM Funding America Inc. Common Stock(LMFA)(0.049B),LMFA
Finance|Finance: Consumer Services|Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I(JBK)(0.000B),JBK
Finance|Finance: Consumer Services|LendingClub Corporation Common Stock(LC)(0.934B),LC
Finance|Finance: Consumer Services|LendingTree Inc. Common Stock(TREE)(4.375B),TREE
Finance|Finance: Consumer Services|LexinFintech Holdings Ltd. American Depositary Shares(LX)(2.476B),LX
Finance|Finance: Consumer Services|Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share(LU)(39.742B),LU
Finance|Finance: Consumer Services|Medallion Financial Corp. 9.000% Notes due 2021(MFINL)(0.000B),MFINL
Finance|Finance: Consumer Services|Medallion Financial Corp. Common Stock(MFIN)(0.169B),MFIN
Finance|Finance: Consumer Services|Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A(PYS)(0.000B),PYS
Finance|Finance: Consumer Services|Mogo Inc. Common Shares(MOGO)(0.402B),MOGO
Finance|Finance: Consumer Services|Moody's Corporation Common Stock(MCO)(52.159B),MCO
Finance|Finance: Consumer Services|Mr. Cooper Group Inc. Common Stock(COOP)(2.665B),COOP
Finance|Finance: Consumer Services|Navient Corporation 6% Senior Notes due December 15 2043(JSM)(0.000B),JSM
Finance|Finance: Consumer Services|Nelnet Inc. Common Stock(NNI)(2.639B),NNI
Finance|Finance: Consumer Services|Ocwen Financial Corporation NEW Common Stock(OCN)(0.244B),OCN
Finance|Finance: Consumer Services|OneMain Holdings Inc. Common Stock(OMF)(6.580B),OMF
Finance|Finance: Consumer Services|Open Lending Corporation Class A Common Stock(LPRO)(4.395B),LPRO
Finance|Finance: Consumer Services|Oportun Financial Corporation Common Stock(OPRT)(0.475B),OPRT
Finance|Finance: Consumer Services|PPlus Tr GSC-2 Tr Ctf Fltg Rate(PYT)(0.000B),PYT
Finance|Finance: Consumer Services|PRA Group Inc. Common Stock(PRAA)(1.625B),PRAA
Finance|Finance: Consumer Services|PennyMac Financial Services Inc. Common Stock(PFSI)(4.426B),PFSI
Finance|Finance: Consumer Services|Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share(QD)(0.779B),QD
Finance|Finance: Consumer Services|Rand Capital Corporation Common Stock(RAND)(0.040B),RAND
Finance|Finance: Consumer Services|Regional Management Corp. Common Stock(RM)(0.350B),RM
Finance|Finance: Consumer Services|Rocket Companies Inc. Class A Common Stock(RKT)(39.828B),RKT
Finance|Finance: Consumer Services|S&P Global Inc. Common Stock(SPGI)(81.467B),SPGI
Finance|Finance: Consumer Services|SLM Corporation Common Stock(SLM)(5.625B),SLM
Finance|Finance: Consumer Services|SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B(SLMBP)(0.000B),SLMBP
Finance|Finance: Consumer Services|SOS Limited American Depositary Shares(SOS)(0.693B),SOS
Finance|Finance: Consumer Services|Santander Consumer USA Holdings Inc. Common Stock(SC)(8.034B),SC
Finance|Finance: Consumer Services|Security National Financial Corporation Class A Common Stock(SNFCA)(0.175B),SNFCA
Finance|Finance: Consumer Services|Senmiao Technology Limited Common Stock(AIHS)(0.069B),AIHS
Finance|Finance: Consumer Services|Sprott Inc. Common Shares(SII)(0.786B),SII
Finance|Finance: Consumer Services|Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)(KTN)(0.000B),KTN
Finance|Finance: Consumer Services|Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock(KTH)(0.000B),KTH
Finance|Finance: Consumer Services|Synchrony Financial Common Stock(SYF)(21.399B),SYF
Finance|Finance: Consumer Services|Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1(GJH)(0.000B),GJH
Finance|Finance: Consumer Services|Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3(GJT)(0.000B),GJT
Finance|Finance: Consumer Services|Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5(GJO)(0.000B),GJO
Finance|Finance: Consumer Services|TransUnion Common Stock(TRU)(17.108B),TRU
Finance|Finance: Consumer Services|UWM Holdings Corporation Class A Common Stock(UWMC)(13.821B),UWMC
Finance|Finance: Consumer Services|Upstart Holdings Inc. Common stock(UPST)(5.965B),UPST
Finance|Finance: Consumer Services|Velocity Financial Inc. Common Stock(VEL)(0.147B),VEL
Finance|Finance: Consumer Services|Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest(NFJ)(1.319B),NFJ
Finance|Finance: Consumer Services|Walker & Dunlop Inc Common Stock(WD)(3.116B),WD
Finance|Finance: Consumer Services|Weidai Ltd. American depositary shares each  representing one (1) Class A ordinary share(WEI)(0.149B),WEI
Finance|Finance: Consumer Services|World Acceptance Corporation Common Stock(WRLD)(0.846B),WRLD
Finance|Finance: Consumer Services|Xiaobai Maimai Inc. ADR(HX)(0.047B),HX
Finance|Finance: Consumer Services|Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares(YRD)(0.570B),YRD
Finance|Finance: Consumer Services|loanDepot Inc. Class A Common Stock(LDI)(3.790B),LDI
Finance|Investment Bankers/Brokers/Service,NA
Finance|Investment Bankers/Brokers/Service|Associated Capital Group Inc. Common Stock(AC)(0.786B),AC
Finance|Investment Bankers/Brokers/Service|BGC Partners Inc Class A Common Stock(BGCP)(1.693B),BGCP
Finance|Investment Bankers/Brokers/Service|BlackRock Inc. Common Stock(BLK)(107.311B),BLK
Finance|Investment Bankers/Brokers/Service|CME Group Inc. Class A Common Stock(CME)(69.641B),CME
Finance|Investment Bankers/Brokers/Service|Charles Schwab Corporation (The) Common Stock(SCHW)(116.371B),SCHW
Finance|Investment Bankers/Brokers/Service|China Finance Online Co. Limited American Depositary Shares(JRJC)(0.036B),JRJC
Finance|Investment Bankers/Brokers/Service|Cohen & Company Inc.(COHN)(0.025B),COHN
Finance|Investment Bankers/Brokers/Service|Cowen Inc. 7.35% Senior Notes Due 2027(COWNZ)(0.000B),COWNZ
Finance|Investment Bankers/Brokers/Service|Cowen Inc. 7.75% Senior Notes due 2033(COWNL)(0.000B),COWNL
Finance|Investment Bankers/Brokers/Service|Cowen Inc. Class A Common Stock(COWN)(0.896B),COWN
Finance|Investment Bankers/Brokers/Service|Credit Suisse Group American Depositary Shares(CS)(33.324B),CS
Finance|Investment Bankers/Brokers/Service|Euronet Worldwide Inc. Common Stock(EEFT)(7.633B),EEFT
Finance|Investment Bankers/Brokers/Service|Freedom Holding Corp. Common Stock(FRHC)(3.302B),FRHC
Finance|Investment Bankers/Brokers/Service|Futu Holdings Limited American Depositary Shares(FUTU)(23.251B),FUTU
Finance|Investment Bankers/Brokers/Service|Gamco Investors Inc. Common Stock(GBL)(0.541B),GBL
Finance|Investment Bankers/Brokers/Service|Goldman Sachs Group Inc. (The) Common Stock(GS)(106.627B),GS
Finance|Investment Bankers/Brokers/Service|Greenhill & Co. Inc. Common Stock(GHL)(0.267B),GHL
Finance|Investment Bankers/Brokers/Service|Interactive Brokers Group Inc. Class A Common Stock(IBKR)(31.944B),IBKR
Finance|Investment Bankers/Brokers/Service|Intercontinental Exchange Inc. Common Stock(ICE)(63.956B),ICE
Finance|Investment Bankers/Brokers/Service|JMP Group LLC 6.875% Senior Notes due 2029(JMPNZ)(0.000B),JMPNZ
Finance|Investment Bankers/Brokers/Service|JMP Group LLC 7.25% Senior Notes due 2027(JMPNL)(0.000B),JMPNL
Finance|Investment Bankers/Brokers/Service|JMP Group LLC Common Shares(JMP)(0.098B),JMP
Finance|Investment Bankers/Brokers/Service|Jefferies Financial Group Inc. Common Stock(JEF)(7.075B),JEF
Finance|Investment Bankers/Brokers/Service|LPL Financial Holdings Inc. Common Stock(LPLA)(10.353B),LPLA
Finance|Investment Bankers/Brokers/Service|Lion Group Holding Ltd. American Depositary Share(LGHL)(0.115B),LGHL
Finance|Investment Bankers/Brokers/Service|Lion Group Holding Ltd. Warrant(LGHLW)(0.000B),LGHLW
Finance|Investment Bankers/Brokers/Service|MarketAxess Holdings Inc. Common Stock(MKTX)(20.640B),MKTX
Finance|Investment Bankers/Brokers/Service|Morgan Stanley Common Stock(MS)(135.382B),MS
Finance|Investment Bankers/Brokers/Service|Nasdaq Inc. Common Stock(NDAQ)(23.766B),NDAQ
Finance|Investment Bankers/Brokers/Service|National Holdings Corporation Common Stock(NHLD)(0.045B),NHLD
Finance|Investment Bankers/Brokers/Service|National Holdings Corporation Warrants(NHLDW)(0.000B),NHLDW
Finance|Investment Bankers/Brokers/Service|Navient Corporation Common Stock(NAVI)(2.261B),NAVI
Finance|Investment Bankers/Brokers/Service|Net 1 UEPS Technologies Inc. Common Stock(UEPS)(0.299B),UEPS
Finance|Investment Bankers/Brokers/Service|Nomura Holdings Inc ADR American Depositary Shares(NMR)(18.356B),NMR
Finance|Investment Bankers/Brokers/Service|Oppenheimer Holdings Inc. Class A Common Stock (DE)(OPY)(0.461B),OPY
Finance|Investment Bankers/Brokers/Service|Piper Sandler Companies Common Stock(PIPR)(1.885B),PIPR
Finance|Investment Bankers/Brokers/Service|Raymond James Financial Inc. Common Stock(RJF)(16.005B),RJF
Finance|Investment Bankers/Brokers/Service|SEI Investments Company Common Stock(SEIC)(8.228B),SEIC
Finance|Investment Bankers/Brokers/Service|Siebert Financial Corp. Common Stock(SIEB)(0.174B),SIEB
Finance|Investment Bankers/Brokers/Service|Social Capital Hedosophia Holdings Corp. V Class A Ordinary Shares(IPOE)(2.338B),IPOE
Finance|Investment Bankers/Brokers/Service|Stifel Financial Corporation 5.20% Senior Notes due 2047(SFB)(0.000B),SFB
Finance|Investment Bankers/Brokers/Service|Stifel Financial Corporation Common Stock(SF)(5.922B),SF
Finance|Investment Bankers/Brokers/Service|Stifel Financial Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock Series A(SF^A)(nan),SF^A
Finance|Investment Bankers/Brokers/Service|StoneX Group Inc. Common Stock(SNEX)(1.186B),SNEX
Finance|Investment Bankers/Brokers/Service|T. Rowe Price Group Inc. Common Stock(TROW)(36.471B),TROW
Finance|Investment Bankers/Brokers/Service|Tradeweb Markets Inc. Class A Common Stock(TW)(15.709B),TW
Finance|Investment Bankers/Brokers/Service|UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares(TIGR)(4.429B),TIGR
Finance|Investment Bankers/Brokers/Service|Usio Inc. Common Stock(USIO)(0.177B),USIO
Finance|Investment Bankers/Brokers/Service|Virtu Financial Inc. Class A Common Stock(VIRT)(5.436B),VIRT
Finance|Investment Bankers/Brokers/Service|Waddell & Reed Financial Inc. Common Stock(WDR)(1.571B),WDR
Finance|Investment Bankers/Brokers/Service|WisdomTree Investments Inc. Common Stock(WETF)(0.846B),WETF
Finance|Investment Bankers/Brokers/Service|XP Inc. Class A Common Stock(XP)(26.884B),XP
Finance|Investment Managers,NA
Finance|Investment Managers|Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060(MGRB)(0.000B),MGRB
Finance|Investment Managers|Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059(MGR)(0.000B),MGR
Finance|Investment Managers|Affiliated Managers Group Inc. Common Stock(AMG)(6.290B),AMG
Finance|Investment Managers|AllianceBernstein Holding L.P.  Units(AB)(3.722B),AB
Finance|Investment Managers|Altimar Acquisition Corporation Class A Ordinary Shares(ATAC)(0.354B),ATAC
Finance|Investment Managers|Ameriprise Financial Inc. Common Stock(AMP)(25.019B),AMP
Finance|Investment Managers|Apollo Global Management Inc. Class A Common Stock(APO)(11.399B),APO
Finance|Investment Managers|Ares Management Corporation Class A Common Stock(ARES)(7.482B),ARES
Finance|Investment Managers|Artisan Partners Asset Management Inc. Class A Common Stock(APAM)(3.872B),APAM
Finance|Investment Managers|AssetMark Financial Holdings Inc. Common Stock(AMK)(1.801B),AMK
Finance|Investment Managers|BrightSphere Investment Group Inc. 5.125% Notes due 2031(BSA)(0.000B),BSA
Finance|Investment Managers|BrightSphere Investment Group Inc. Common Stock(BSIG)(1.547B),BSIG
Finance|Investment Managers|CI Financial Corp. Common Shares(CIXX)(2.984B),CIXX
Finance|Investment Managers|Cohen & Steers Inc Common Stock(CNS)(3.182B),CNS
Finance|Investment Managers|Diamond Hill Investment Group Inc. Class A Common Stock(DHIL)(0.451B),DHIL
Finance|Investment Managers|Eaton Vance Corporation Common Stock(EV)(8.196B),EV
Finance|Investment Managers|Evercore Inc. Class A Common Stock(EVR)(4.745B),EVR
Finance|Investment Managers|Federated Hermes Inc. Common Stock(FHI)(2.702B),FHI
Finance|Investment Managers|FinTech Acquisition Corp. IV Class A Common Stock(FTIV)(0.346B),FTIV
Finance|Investment Managers|FinTech Acquisition Corp. IV Unit(FTIVU)(0.000B),FTIVU
Finance|Investment Managers|FinTech Acquisition Corp. IV Warrant(FTIVW)(0.000B),FTIVW
Finance|Investment Managers|Focus Financial Partners Inc. Class A Common Stock(FOCS)(3.911B),FOCS
Finance|Investment Managers|Franklin Resources Inc. Common Stock(BEN)(13.641B),BEN
Finance|Investment Managers|GCM Grosvenor Inc. Class A Common Stock(GCMG)(2.398B),GCMG
Finance|Investment Managers|GCM Grosvenor Inc. Warrant(GCMGW)(0.000B),GCMGW
Finance|Investment Managers|Hamilton Lane Incorporated Class A Common Stock(HLNE)(4.675B),HLNE
Finance|Investment Managers|Hennessy Advisors Inc. Common Stock(HNNA)(0.067B),HNNA
Finance|Investment Managers|Houlihan Lokey Inc. Class A Common Stock(HLI)(4.576B),HLI
Finance|Investment Managers|Invesco Ltd Common Stock(IVZ)(10.041B),IVZ
Finance|Investment Managers|Janus Henderson Group plc Ordinary Shares(JHG)(4.898B),JHG
Finance|Investment Managers|KKR & Co. Inc. Common Stock(KKR)(26.978B),KKR
Finance|Investment Managers|Lazard LTD. Lazard LTD. Class A Common Stock(LAZ)(4.372B),LAZ
Finance|Investment Managers|Manning & Napier Inc. Class A Common Stock(MN)(0.114B),MN
Finance|Investment Managers|Medley LLC 6.875% Senior Notes due 2026(MDLX)(0.000B),MDLX
Finance|Investment Managers|Medley LLC 7.25% Notes due 2024(MDLQ)(0.000B),MDLQ
Finance|Investment Managers|Medley Management Inc. Class A Common Stock(MDLY)(0.058B),MDLY
Finance|Investment Managers|Moelis & Company Class A Common Stock(MC)(3.010B),MC
Finance|Investment Managers|Morningstar Inc. Common Stock(MORN)(10.674B),MORN
Finance|Investment Managers|Noah Holdings Limited(NOAH)(2.987B),NOAH
Finance|Investment Managers|PJT Partners Inc. Class A Common Stock(PJT)(2.748B),PJT
Finance|Investment Managers|Patria Investments Limited Class A Common Shares(PAX)(2.807B),PAX
Finance|Investment Managers|Puhui Wealth Investment Management Co. Ltd. Ordinary Shares(PHCF)(0.072B),PHCF
Finance|Investment Managers|Puyi Inc. American Depository Shares(PUYI)(0.392B),PUYI
Finance|Investment Managers|Pzena Investment Management Inc Class A Common Stock(PZN)(0.641B),PZN
Finance|Investment Managers|Sculptor Capital Management Inc. Class A Common Stock(SCU)(1.335B),SCU
Finance|Investment Managers|Silvercrest Asset Management Group Inc. Class A Common Stock(SAMG)(0.198B),SAMG
Finance|Investment Managers|StepStone Group Inc. Class A Common Stock(STEP)(0.999B),STEP
Finance|Investment Managers|The Blackstone Group Inc. Class A Common Stock(BX)(48.356B),BX
Finance|Investment Managers|The Carlyle Group Inc. Common Stock(CG)(12.779B),CG
Finance|Investment Managers|U.S. Global Investors Inc. Class A Common Stock(GROW)(0.109B),GROW
Finance|Investment Managers|Value Line Inc. Common Stock(VALU)(0.285B),VALU
Finance|Investment Managers|Victory Capital Holdings Inc. Class A Common Stock(VCTR)(1.624B),VCTR
Finance|Investment Managers|Vinci Partners Investments Ltd. Class A Common Shares(VINP)(0.998B),VINP
Finance|Investment Managers|Virtus Investment Partners Inc. Common Stock(VRTS)(1.896B),VRTS
Finance|Investment Managers|Westwood Holdings Group Inc Common Stock(WHG)(0.142B),WHG
Finance|Life Insurance,NA
Finance|Life Insurance|AEGON N.V. Common Stock(AEG)(9.230B),AEG
Finance|Life Insurance|AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands)(AEB)(0.000B),AEB
Finance|Life Insurance|Aegon Funding Company LLC 5.10% Subordinated Notes due 2049(AEFC)(0.000B),AEFC
Finance|Life Insurance|American Equity Investment Life Holding Company Common Stock(AEL)(2.852B),AEL
Finance|Life Insurance|American National Group Inc. Common Stock(ANAT)(2.441B),ANAT
Finance|Life Insurance|Athene Holding Ltd. Class A Common Shares(ATH)(8.645B),ATH
Finance|Life Insurance|Atlantic American Corporation Common Stock(AAME)(0.107B),AAME
Finance|Life Insurance|Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058(BHFAL)(0.000B),BHFAL
Finance|Life Insurance|Brighthouse Financial Inc. Common Stock(BHF)(3.507B),BHF
Finance|Life Insurance|Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A(BHFAP)(0.000B),BHFAP
Finance|Life Insurance|Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B(BHFAO)(0.000B),BHFAO
Finance|Life Insurance|Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C(BHFAN)(0.000B),BHFAN
Finance|Life Insurance|China Life Insurance Company Limited American Depositary Shares(LFC)(61.447B),LFC
Finance|Life Insurance|Citizens Inc. Class A Common Stock ($1.00 Par)(CIA)(0.312B),CIA
Finance|Life Insurance|FBL Financial Group Inc. Common Stock(FFG)(1.379B),FFG
Finance|Life Insurance|GWG Holdings Inc Common Stock(GWGH)(0.230B),GWGH
Finance|Life Insurance|Genworth Financial Inc Common Stock(GNW)(1.704B),GNW
Finance|Life Insurance|Globe Life Inc. Common Stock(GL)(9.794B),GL
Finance|Life Insurance|Independence Holding Company Common Stock(IHC)(0.553B),IHC
Finance|Life Insurance|Lincoln National Corporation Common Stock(LNC)(10.347B),LNC
Finance|Life Insurance|Manulife Financial Corporation Common Stock(MFC)(38.188B),MFC
Finance|Life Insurance|MetLife Inc. Common Stock(MET)(49.101B),MET
Finance|Life Insurance|Midwest Holding Inc. Common Stock(MDWT)(0.192B),MDWT
Finance|Life Insurance|National Security Group Inc. Common Stock(NSEC)(0.030B),NSEC
Finance|Life Insurance|National Western Life Group Inc. Class A Common Stock(NWLI)(0.743B),NWLI
Finance|Life Insurance|Primerica Inc. Common Stock(PRI)(5.660B),PRI
Finance|Life Insurance|Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060(PFH)(0.000B),PFH
Finance|Life Insurance|Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058(PRS)(0.905B),PRS
Finance|Life Insurance|Prudential Financial Inc. Common Stock(PRU)(32.469B),PRU
Finance|Life Insurance|Prudential Public Limited Company Common Stock(PUK)(50.325B),PUK
Finance|Life Insurance|Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056(RZB)(0.000B),RZB
Finance|Life Insurance|Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042(RZA)(0.000B),RZA
Finance|Life Insurance|Reinsurance Group of America Incorporated Common Stock(RGA)(8.191B),RGA
Finance|Life Insurance|Sun Life Financial Inc. Common Stock(SLF)(28.502B),SLF
Finance|Life Insurance|Vericity Inc. Common Stock(VERY)(0.149B),VERY
Finance|Life Insurance|Voya Financial Inc. Common Stock(VOYA)(6.988B),VOYA
Finance|Major Banks,NA
Finance|Major Banks|1st Source Corporation Common Stock(SRCE)(1.090B),SRCE
Finance|Major Banks|ACNB Corporation Common Stock(ACNB)(0.232B),ACNB
Finance|Major Banks|Alerus Financial Corporation Common Stock(ALRS)(0.476B),ALRS
Finance|Major Banks|Allegiance Bancshares Inc. Common Stock(ABTX)(0.738B),ABTX
Finance|Major Banks|Ally Financial Inc. Common Stock(ALLY)(15.489B),ALLY
Finance|Major Banks|Altabancorp Common Stock(ALTA)(0.654B),ALTA
Finance|Major Banks|Amerant Bancorp Inc. Class A Common Stock(AMTB)(0.610B),AMTB
Finance|Major Banks|Amerant Bancorp Inc. Class B Common Stock(AMTBB)(0.474B),AMTBB
Finance|Major Banks|AmeriServ Financial Inc. AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities Series A(ASRVP)(0.000B),ASRVP
